WellIndex,Por,LogPerm,AI,Brittle,TOC,VR,Latitude,Longitude,Production
333,18.57,1.76,3.1,55.76,0.91,2.06,44.3616,48.0048,4476.516378
334,15.11,1.28,3.4,44.4,0.56,2.06,39.6145,43.0062,2637.446124
335,10.33,0.89,4.15,58.37,0.12,1.87,39.1812,34.1622,1169.387201
336,15.58,1.31,3.07,43.25,1.06,2.03,40.4588,43.4545,2831.764298
337,14.86,1.41,2.54,56.44,1.35,1.95,37.1814,29.5493,2640.726139
338,15.93,1.2,2.03,53.25,1.69,1.91,48.4624,38.1238,3366.79641
339,13.86,0.91,3.14,69.91,1.2,2.48,53.2451,35.0319,991.4108157
340,21.01,2.12,3.05,13.1,1.94,2.08,45.5979,35.9596,331.1917235
341,15.56,1.17,2.58,43.94,1.36,2.13,40.9323,38.3883,2931.622468
342,16.6,1.1,3.07,30.53,1.82,2.48,47.2444,18.646,1602.810318
343,14.46,1.71,2.82,53.33,0.98,2.02,58.1442,28.1623,2626.880655
344,15.9,1.36,2.99,24.26,0.48,1.64,39.6278,41.0587,695.2904395
345,11.78,1.1,4.63,65.95,0.57,2.69,34.3768,43.5667,981.2025504
346,21.24,1.79,1.69,36.05,1.86,1.83,58.0499,23.4058,4852.336353
347,15.35,1.01,2.14,71.78,1.53,2.15,38.0395,53.3433,1055.789933
348,13.1,1.23,3.35,45.16,0.39,1.81,41.0173,30.9822,1989.676816
349,18.71,2.16,2.72,42.3,1.5,2.14,41.405,49.2028,4541.778397
350,9.7,0.76,2.92,49.44,0.45,1.73,-1.8954,58.9353,1277.574598
351,8.68,0.81,3.28,55.4,0.0,1.58,50.6108,29.824,1002.715061
352,13.54,0.74,3.2,51.43,0.63,1.96,40.5676,57.5545,2232.638859
353,17.4,1.46,2.58,51.6,1.51,2.25,37.2781,29.0163,4200.647903
354,12.85,1.14,3.12,57.06,1.29,2.18,33.7611,51.3752,1920.147295
355,17.16,1.45,2.3,49.83,1.31,1.92,37.5788,50.8532,4025.599043
356,11.63,1.01,3.14,49.04,0.64,2.1,66.7188,23.9422,1717.698564
357,12.31,1.08,3.05,35.0,0.82,1.89,55.3984,48.5352,1150.935217
358,14.98,1.32,3.41,40.79,0.87,2.14,15.5309,46.0637,2347.126512
359,15.99,1.03,3.72,50.02,1.1,2.46,32.7596,45.4211,3314.886306
360,18.07,2.06,3.19,56.56,1.22,2.29,55.8102,37.0697,4202.396801
361,11.51,1.33,3.74,62.76,0.14,2.02,44.6692,37.0227,1135.712826
362,15.14,1.13,3.2,47.41,0.91,2.12,51.7867,43.9827,2863.759723
363,14.89,1.38,2.93,38.66,1.59,2.11,90.0,30.4349,2209.578311
364,15.05,1.33,2.33,49.8,0.53,1.37,84.4732,6.9491,2807.468756
365,18.52,1.56,2.37,32.46,1.85,1.94,29.6178,56.6772,2522.042149
366,15.82,1.52,1.96,55.3,1.14,1.74,49.8236,19.9368,3086.993618
367,16.7,1.53,2.99,36.69,1.75,2.41,42.368,49.4967,2600.797833
368,14.9,1.55,2.86,70.09,1.22,1.97,12.0486,61.05,1154.550316
369,13.55,1.08,2.84,63.98,0.26,1.67,39.0111,29.4364,1412.738363
370,9.7,0.32,3.33,20.79,0.9,1.96,43.5877,34.6362,185.5056428
371,12.64,1.15,3.42,17.37,1.06,2.02,35.3006,30.5877,180.3642312
372,19.32,2.26,1.75,32.14,2.25,1.82,41.7856,37.2258,2892.803365
373,12.62,1.26,3.44,69.53,1.11,2.42,48.0086,34.1166,863.8668593
374,17.51,1.69,2.19,65.64,1.75,2.15,35.1387,49.4981,2515.090119
375,11.66,1.13,3.38,35.07,0.44,1.82,46.8344,50.7111,1026.954753
376,16.11,1.22,3.18,38.25,1.44,2.26,36.6911,55.115,2532.570553
377,20.06,1.94,3.44,48.17,1.2,2.5,58.3295,27.963,6086.016575
378,16.53,1.45,2.57,51.47,0.96,1.89,44.3288,36.3927,3570.013009
379,13.36,0.83,2.28,41.64,0.61,1.39,32.9231,25.6425,1864.614968
380,15.13,1.16,3.52,33.62,1.0,2.17,-4.468,47.5051,1581.662627
381,17.78,1.77,2.02,40.36,2.08,1.71,36.0356,51.036,3794.042248
382,20.73,1.96,3.04,71.68,1.15,2.18,56.3591,50.4301,2297.209744
383,18.93,1.88,3.01,37.64,1.32,2.0,39.7024,27.7607,3702.403565
384,13.45,1.31,1.74,79.53,1.22,1.82,48.1431,31.2253,319.3486444
385,15.98,2.05,3.7,47.41,0.63,2.02,38.7548,40.1718,3246.648912
386,19.84,2.03,3.38,30.67,1.49,2.29,38.348,43.3798,2587.554653
387,14.61,1.2,2.77,34.97,0.62,1.37,32.4258,34.5549,1579.321127
388,18.61,1.79,2.02,55.2,1.75,1.96,53.6008,39.4803,4853.699105
389,13.66,1.15,3.18,47.23,0.66,1.7,18.4002,42.8215,2271.081018
390,12.94,1.35,3.06,56.18,0.8,1.92,12.9736,49.3147,1940.197811
391,15.43,2.03,3.18,59.2,0.52,1.72,48.8273,42.3733,2489.530092
392,14.73,1.18,3.13,38.56,1.44,2.13,39.6866,40.1739,2113.557542
393,19.35,1.62,2.11,18.59,1.88,1.74,77.5998,22.4762,604.5408267
394,18.04,1.99,2.65,36.92,1.8,2.43,31.6054,41.842,3244.821811
395,16.11,1.44,2.2,42.23,0.72,1.31,21.1154,45.726,2895.323929
396,10.92,1.43,3.39,74.4,0.5,1.81,48.7767,33.228,399.9687918
397,18.32,1.85,2.6,17.8,1.63,1.84,12.3369,47.0941,460.0337542
398,18.25,1.62,3.02,23.09,1.39,2.02,4.8122,68.3022,908.0323404
399,14.0,1.69,3.64,60.33,0.92,2.48,37.535,46.4719,1967.566757
400,16.54,1.56,3.73,57.99,1.21,2.55,46.5357,34.7577,3171.430189
401,16.97,1.43,2.44,53.38,1.39,2.17,53.584,42.2151,3839.251307
402,15.54,1.76,2.27,51.9,1.47,1.92,30.2016,40.0912,3233.854847
403,15.72,1.24,3.13,56.95,0.93,2.25,32.8207,54.244,2841.218122
404,12.04,0.87,3.05,63.83,0.81,2.0,-1.3714,58.1764,1187.663511
405,12.49,0.98,3.3,42.89,0.56,1.78,39.9601,38.9409,1721.07242
406,12.03,0.82,2.96,75.84,1.04,2.31,66.341,35.2578,405.2857224
407,18.05,1.94,2.57,53.36,1.17,2.04,43.1142,23.2013,4475.020243
408,13.57,1.08,3.31,58.1,0.29,1.79,-7.8731,45.4879,1907.811551
409,20.78,2.31,2.52,52.74,1.05,1.98,38.8952,28.4474,6679.678087
410,15.49,1.66,3.09,47.3,0.63,1.87,43.3484,40.2575,2987.360229
411,15.58,1.61,3.11,69.18,0.96,2.15,38.653,57.7966,1357.955626
412,8.77,0.87,2.92,53.78,0.09,1.55,40.485,62.1433,1059.175133
413,12.13,1.01,3.27,63.22,0.2,1.93,46.2055,44.2086,1199.797639
414,14.4,1.68,2.99,33.64,0.82,1.82,36.7334,46.1518,1431.744472
415,13.03,1.09,2.15,76.97,0.56,1.63,35.8638,23.4371,397.3768297
416,20.51,2.44,2.4,51.68,1.01,1.58,27.2689,39.0292,6506.601998
417,17.01,1.25,3.59,31.26,1.05,2.08,11.7573,42.0071,1724.181056
418,15.43,1.23,1.8,30.23,1.87,1.94,35.9886,35.1955,1332.426639
419,16.85,1.2,2.73,40.08,1.41,2.02,39.0382,38.6552,3076.942099
420,16.98,1.21,2.56,39.26,1.47,1.97,32.9627,37.7422,3026.137273
421,13.46,1.69,2.84,47.74,0.66,1.67,52.0252,15.9982,2254.69144
422,13.72,1.1,3.19,41.6,0.4,1.6,21.8216,53.8416,1945.517294
423,13.46,1.33,3.51,34.31,0.8,1.81,38.5415,29.783,1298.713721
424,16.4,1.39,2.52,61.87,1.32,1.82,31.7767,45.2706,2616.210571
425,17.96,1.56,3.17,58.01,1.51,2.55,7.623,72.0728,3966.636065
426,16.51,1.31,2.61,30.5,1.27,1.82,39.3604,31.03,1528.360445
427,7.45,0.18,2.52,49.15,0.8,1.85,37.6541,15.5182,933.4669777
428,13.36,1.27,3.13,26.97,0.77,1.75,34.0837,39.2107,666.0859272
429,14.16,1.5,2.86,35.57,0.73,1.73,33.2778,53.3624,1565.035799
430,14.18,1.42,3.49,49.23,0.69,2.06,65.9385,50.505,2510.49685
431,17.96,1.66,2.71,56.94,1.52,2.35,46.1891,25.5383,4126.923581
432,11.54,0.58,4.35,70.31,0.07,2.49,45.155,43.1627,627.8431141
433,15.41,1.64,3.33,78.08,0.96,2.51,23.5119,41.1177,506.6965083
434,17.13,1.79,3.04,26.11,0.9,1.73,42.3692,38.1113,1067.477332
435,19.18,1.69,3.47,33.43,0.98,2.04,29.7981,70.0141,2824.576169
436,15.19,1.16,3.22,54.43,0.41,1.75,-1.0589,39.3409,2704.065349
437,9.97,0.92,3.05,50.79,0.06,1.44,44.9521,40.8042,1296.277576
438,17.2,1.47,3.21,-1.5,1.93,2.21,57.4052,38.5851,9.854246707
439,14.71,1.31,2.23,53.86,1.76,2.18,33.8564,53.0081,2819.957257
440,13.8,1.1,3.7,47.23,0.47,1.95,40.379,40.8472,2281.608168
441,13.67,1.3,3.09,80.77,1.19,2.2,34.5923,44.9732,277.31906
442,12.52,0.92,3.94,54.23,0.48,2.31,8.0106,47.2798,1848.658832
443,17.39,1.28,2.07,56.25,1.69,1.93,41.4849,42.1715,3891.443389
444,17.91,1.73,1.73,60.67,1.85,2.17,39.4384,36.7647,3618.604843
445,12.07,0.58,3.25,29.95,1.12,1.95,84.3616,30.6892,747.3455333
446,14.54,1.48,3.56,37.59,0.61,1.89,30.2396,39.7201,1855.574687
447,11.47,1.18,2.5,62.05,0.9,1.71,39.2003,44.0509,1235.473469
448,16.42,1.51,2.33,45.27,1.37,1.71,50.7405,35.9482,3463.458998
449,14.63,1.14,3.75,52.11,1.01,2.47,42.5752,50.3592,2694.78052
450,17.24,1.85,2.47,45.24,0.86,1.45,40.3868,39.3507,3789.443633
451,17.65,1.78,3.8,53.36,0.8,2.39,36.4617,23.5081,4095.363707
452,18.35,1.84,3.27,44.77,1.29,2.46,20.0776,59.592,4528.883757
453,11.43,0.96,2.8,47.43,0.22,1.43,38.4237,31.4944,1596.210651
454,7.81,0.83,3.83,71.55,0.07,2.26,28.4904,37.4907,329.3373766
455,9.97,1.09,3.71,53.32,0.71,2.12,34.2266,36.0641,1332.917918
456,13.23,0.89,2.89,81.81,0.71,1.85,41.2184,53.3179,214.2968986
457,16.8,1.22,2.51,52.01,1.04,1.98,42.2191,17.8666,3692.108968
458,15.55,1.62,3.26,52.56,1.86,2.62,38.4539,71.9186,3291.478442
459,16.56,1.64,3.67,22.73,1.04,1.91,36.8553,51.6612,666.4281587
460,16.02,1.36,2.44,42.28,1.08,1.75,-7.5413,58.8718,2930.268924
461,17.16,1.58,3.13,71.88,1.56,2.67,39.6399,39.5771,1379.264129
462,10.69,1.2,3.21,42.76,0.32,1.72,55.9648,37.2679,1311.675303
463,14.6,1.31,3.16,33.77,0.72,2.0,34.2851,47.2114,1460.053613
464,17.78,1.9,2.75,37.07,1.38,2.0,43.398,45.2629,3056.975275
465,16.42,1.97,3.21,40.28,1.09,2.16,13.067,54.9826,2915.120768
466,16.5,1.9,2.91,49.27,0.59,1.61,42.6097,39.9824,3519.609291
467,18.69,1.8,2.85,32.73,1.77,2.04,15.5611,46.5802,2646.535073
468,16.77,1.25,3.2,53.3,1.08,2.27,65.8263,29.4481,3632.530542
469,13.47,1.18,2.99,84.73,1.19,2.17,12.2356,47.7685,148.5223414
470,15.79,1.69,3.02,41.52,1.01,2.09,38.8292,51.7475,2769.151676
471,14.16,1.67,3.41,55.03,0.61,2.13,39.5544,46.0915,2369.538579
472,11.32,0.84,2.67,52.78,1.18,1.92,85.3112,-5.2628,1671.342328
473,21.91,2.58,2.76,51.16,0.82,2.03,40.105,46.5223,7887.843585
474,17.53,1.6,2.38,68.05,1.21,2.12,9.7246,52.5438,2009.943412
475,19.93,1.65,3.31,29.77,1.4,2.54,37.7998,40.583,2377.710696
476,11.51,0.74,2.56,66.73,0.95,1.87,41.9266,35.4405,905.2237762
477,17.09,1.81,2.3,23.67,0.84,1.27,5.0358,63.4786,798.2021671
478,17.17,1.46,2.18,18.67,1.48,1.92,36.7744,50.6042,432.7746903
479,15.45,1.66,3.4,63.84,1.34,2.42,50.949,28.4391,2052.027604
480,15.57,1.7,2.7,40.5,1.16,1.84,8.7222,55.0178,2599.553932
481,17.08,1.42,2.51,43.09,1.67,2.26,47.7497,27.571,3661.146072
482,19.04,1.93,2.72,36.45,1.45,2.24,86.9103,9.7852,3542.725675
483,9.54,0.9,3.25,58.89,0.8,1.96,87.3489,17.1607,1074.157708
484,15.43,1.71,3.16,37.46,1.19,2.17,35.8966,50.0601,2192.585452
485,12.2,1.38,3.23,40.15,0.13,1.47,-3.4644,64.7438,1456.153249
486,19.22,2.28,2.35,59.32,2.21,2.44,21.8564,51.4811,4841.552519
487,16.52,1.45,2.61,87.6,0.9,2.1,41.0823,46.8722,141.0821216
488,14.36,1.66,3.6,40.41,0.5,1.94,24.9004,50.4467,2077.182165
489,14.15,1.59,3.4,27.24,0.61,1.8,41.2878,33.1345,765.8549669
490,19.49,1.76,2.98,45.4,0.99,1.87,55.2646,38.9766,5274.464144
491,18.37,1.61,2.25,34.78,1.34,1.83,-3.2649,63.1468,2835.461394
492,9.57,1.02,3.44,59.36,0.53,2.14,29.7594,51.1271,1041.339381
493,15.72,1.87,3.0,17.33,1.06,1.82,73.8909,40.0273,283.9539159
494,13.0,1.42,3.03,64.91,0.62,2.01,67.0407,37.6188,1271.336313
495,17.75,1.74,2.35,65.85,1.26,1.86,45.0177,41.7583,2479.831068
496,14.39,1.15,3.2,26.95,1.35,2.21,73.6355,38.9291,800.3606115
497,21.15,1.82,2.27,34.28,1.8,2.13,37.1991,40.7151,4236.373112
498,14.44,1.39,3.25,36.68,0.92,1.89,39.6359,31.3087,1767.765012
499,16.5,1.71,3.12,44.53,0.92,2.02,38.0734,39.0436,3353.632483
500,18.62,1.69,3.3,48.44,1.44,2.38,36.7671,33.6825,5008.841347
501,12.91,0.86,2.84,52.21,0.95,2.0,29.4754,36.9318,2079.698881
502,12.15,1.27,3.4,63.72,0.9,2.09,25.6091,43.5916,1236.646904
503,13.25,1.32,2.84,58.49,0.61,1.89,69.7426,21.6659,1851.618362
504,11.37,1.01,3.74,42.46,0.74,2.05,46.4931,34.6478,1467.172126
505,15.39,1.15,2.87,46.99,1.51,2.28,42.9343,20.0369,3080.665139
506,18.16,2.17,2.83,89.85,2.01,2.7,44.7964,40.4542,132.1736257
507,17.6,1.71,3.08,35.66,1.8,2.38,40.8568,39.7122,2794.926492
508,21.77,2.19,2.4,41.63,2.0,2.37,35.9089,33.261,7112.902837
509,13.87,0.91,3.25,42.45,1.3,2.42,83.7228,31.2895,2175.143279
510,18.76,2.26,2.93,49.99,1.27,2.33,79.8297,35.4353,5162.742563
511,18.02,1.39,1.76,43.8,1.23,1.44,49.8613,20.4729,4141.686565
512,18.18,1.86,1.59,33.9,1.63,1.27,14.7978,41.1935,2666.798904
513,10.25,0.89,4.2,88.16,0.73,2.9,77.1844,19.2941,50.79013757
514,19.12,2.03,0.96,58.54,1.58,1.75,45.1623,28.7942,4675.107684
515,11.03,1.0,4.27,59.3,0.1,1.94,41.9203,47.6226,1246.518313
516,18.83,1.64,2.34,42.84,2.12,2.07,41.213,37.6372,4845.699884
517,15.07,1.81,3.51,60.86,1.04,2.21,40.4352,37.2025,2260.664841
518,14.61,1.19,2.92,55.23,1.05,2.05,43.2828,18.8124,2561.510566
519,21.99,2.1,1.87,46.89,2.23,2.15,90.0,28.8542,8549.25572
520,16.72,1.14,2.05,40.65,1.39,1.66,45.8965,25.5436,3085.916928
521,17.48,1.64,2.49,55.58,1.29,1.8,29.8038,44.168,3941.711898
522,14.24,1.06,3.5,45.14,1.03,2.31,45.4448,40.8681,2436.755862
523,10.62,0.9,4.03,41.25,-0.13,1.87,27.8098,57.8731,1180.994604
524,16.0,1.44,3.14,54.15,0.62,1.9,31.9678,29.7231,3123.652135
525,13.0,1.06,3.33,67.52,0.84,2.18,45.0857,8.0249,1054.174367
526,19.18,1.75,2.44,55.4,1.22,2.07,31.4831,44.8194,5037.136541
527,12.82,0.94,3.57,64.33,1.34,2.68,43.9091,56.6369,1337.448657
528,17.39,1.84,3.07,51.15,1.04,1.87,42.8039,51.4081,4112.405619
529,15.73,1.49,3.28,46.89,0.92,2.03,44.1103,40.658,3128.180606
530,16.95,1.9,2.52,17.4,1.23,1.58,34.5903,36.977,346.6257813
531,18.3,1.59,2.2,43.96,1.37,1.75,31.1848,51.1565,4395.55534
532,12.94,0.91,2.21,19.34,1.35,1.47,-6.2992,46.4693,253.7420032
533,16.72,1.57,3.07,38.34,1.44,2.19,27.2496,49.2262,2806.819355
534,17.96,1.78,3.53,67.18,0.85,2.27,41.7181,44.4534,2246.487315
535,14.03,1.44,3.47,45.51,0.46,1.99,40.708,50.3543,2314.039136
536,15.05,1.22,2.06,46.99,1.15,1.45,60.8172,60.3106,2865.870114
537,11.39,1.06,2.56,36.09,0.95,1.74,51.8149,39.7889,1092.875286
538,13.3,1.5,3.79,64.39,1.26,2.79,43.9985,33.5109,1442.756493
539,18.81,1.99,3.48,38.79,1.67,2.3,40.5546,39.5501,3988.848523
540,12.59,0.57,3.22,66.84,0.9,2.08,7.751,33.5964,1037.964085
541,9.78,0.84,3.52,51.95,1.01,2.34,40.9953,32.7045,1338.347252
542,14.82,1.69,3.11,43.1,1.13,2.09,34.1566,37.9524,2570.155907
543,15.6,1.36,1.87,45.59,1.81,1.85,42.8937,33.7463,3184.349011
544,16.5,2.16,3.33,43.94,0.9,2.01,47.6637,38.8413,3339.484831
545,14.73,1.15,3.62,61.13,1.3,2.52,36.1633,33.1187,2125.700732
546,15.75,1.33,3.25,66.65,1.6,2.59,35.9209,52.638,1778.995715
547,16.89,1.74,2.46,55.46,1.52,1.96,36.2043,41.3306,3705.305968
548,13.87,1.39,3.43,47.39,1.37,2.4,44.7757,38.2355,2482.941131
549,15.22,1.54,3.58,45.55,1.45,2.56,15.6032,45.2599,2951.963887
550,18.56,1.75,2.72,57.59,1.54,2.14,33.8958,43.6884,4419.337027
551,16.6,1.4,2.09,22.24,1.05,1.27,39.1253,48.5571,625.8124584
552,18.56,1.88,3.06,21.9,1.32,2.12,69.0723,21.1534,819.5028793
553,13.93,1.02,2.92,45.72,0.64,1.78,36.0374,34.8057,2290.649233
554,12.2,1.27,3.72,29.12,0.77,1.98,-7.5599,53.6087,700.0350386
555,8.23,0.46,3.38,72.33,0.23,2.0,78.5978,13.0321,323.6336509
556,17.83,1.77,2.55,41.57,0.92,1.58,15.9804,40.2143,3698.848265
557,17.42,1.88,2.15,45.7,0.69,1.33,40.8729,34.9323,3876.36811
558,17.97,1.61,2.31,45.26,1.73,1.91,41.5545,48.1998,4447.098564
559,16.35,1.59,2.9,45.79,1.86,2.13,23.7937,48.2978,3597.157043
560,16.03,1.65,2.57,45.43,0.94,1.61,77.9118,28.6668,3203.44198
561,18.41,1.64,3.0,69.27,0.61,2.08,38.9328,48.8825,1968.485996
562,14.6,1.58,2.07,47.5,0.92,1.38,86.2239,22.4479,2688.855093
563,20.86,1.94,2.7,50.54,1.98,2.35,43.6974,42.6105,7261.891374
564,18.56,1.45,2.63,56.4,1.71,2.32,37.5985,39.8083,4611.965461
565,11.49,0.86,3.17,68.32,0.39,1.96,8.0813,53.8252,766.1385455
566,14.46,1.69,3.72,54.51,1.09,2.38,5.3896,46.2861,2590.205569
567,18.36,2.02,2.44,83.69,0.84,1.98,40.9232,15.2887,351.0545567
568,13.73,1.68,3.24,42.16,1.15,2.11,41.3931,38.1696,2133.386277
569,14.42,1.13,2.61,72.39,1.04,2.02,37.5822,55.0737,840.7470461
570,13.51,0.77,2.79,82.46,1.04,2.31,89.7125,31.8628,206.6912072
571,18.07,1.77,2.27,58.85,1.56,2.04,27.2196,54.1271,3938.857172
572,14.29,1.45,3.0,62.35,0.78,1.87,31.8494,55.214,1815.136335
573,10.84,1.24,3.67,45.37,0.17,1.97,47.2557,38.3471,1425.068417
574,13.37,1.01,3.19,58.63,0.47,1.78,83.8699,26.6187,1837.580744
575,13.29,1.26,2.36,70.88,1.13,1.87,37.1209,34.8312,838.8995631
576,12.9,1.42,2.52,56.38,0.59,1.6,41.1373,36.4412,1895.081285
577,15.02,1.85,3.3,43.92,1.05,1.86,83.2028,31.0367,2705.300514
578,14.99,1.36,2.03,67.8,1.92,2.14,41.6204,51.4717,1491.311387
579,14.06,1.13,1.97,61.96,1.87,1.97,39.4273,38.806,1921.534509
580,9.9,0.99,3.19,61.65,0.68,1.8,32.9907,37.9513,988.1928083
581,11.29,1.22,3.49,41.69,0.56,1.84,12.077,49.7783,1399.297759
582,16.25,1.97,2.89,39.06,1.15,1.94,71.1521,35.1088,2699.809785
583,18.56,1.81,1.88,44.93,1.21,1.61,34.6619,27.4298,4654.684703
584,15.63,1.31,3.09,56.59,0.98,2.17,69.481,6.7199,2849.575547
585,12.97,1.23,3.28,54.14,0.74,2.05,41.4805,33.9765,2031.157399
586,16.21,1.43,1.9,39.67,0.99,1.3,72.8915,16.2808,2691.559109
587,10.26,0.78,3.53,57.02,0.27,1.88,39.0483,35.2517,1222.748909
588,14.28,1.59,2.58,47.86,1.31,1.91,33.9291,40.647,2650.106862
589,10.97,0.97,3.55,43.24,0.63,1.85,41.2248,35.0388,1407.871685
590,12.59,1.21,2.62,46.11,0.67,1.59,39.4218,54.7271,1920.144325
591,10.48,0.75,3.22,72.9,0.33,2.1,43.1481,42.1656,427.7566142
592,9.57,1.32,3.34,89.45,-0.1,1.59,1.0843,56.6252,34.98786927
593,12.07,1.22,3.22,55.39,0.36,1.5,33.812,48.3879,1690.176866
594,17.54,1.67,3.61,44.34,0.94,2.23,48.6895,25.5703,3871.397747
595,17.3,1.53,2.69,38.81,1.36,1.85,24.5883,55.7852,3105.082226
596,14.2,1.08,3.36,44.54,0.9,1.76,41.1613,38.8359,2368.956573
597,11.0,1.2,2.87,39.57,0.54,1.5,51.5733,42.6542,1223.284449
598,14.35,0.87,2.51,47.26,0.71,1.64,52.3329,24.9649,2496.394226
599,17.47,1.6,1.99,57.75,1.12,1.74,34.7039,26.316,3634.902281
600,16.48,1.84,2.47,56.75,1.12,1.85,43.9583,46.7935,3287.275741
601,16.1,1.1,2.39,22.59,0.69,1.4,35.9575,45.179,588.1879327
602,17.6,1.81,1.72,28.58,1.31,1.4,43.2384,29.846,1519.871829
603,15.68,1.71,2.86,35.98,1.09,1.79,48.1621,28.4466,2063.446847
604,16.84,1.63,2.85,46.1,1.12,1.83,15.2599,59.9134,3682.683156
605,17.78,1.46,2.87,57.39,1.45,2.17,38.9594,28.4701,3923.901275
606,14.06,1.23,3.18,45.74,0.94,2.02,39.0591,56.756,2401.595187
607,12.26,1.45,2.48,39.67,0.98,1.6,7.6528,42.3153,1531.698769
608,16.57,1.12,3.2,33.51,1.21,1.81,47.7558,43.6694,1955.302845
609,12.16,1.02,3.77,66.9,0.27,1.92,32.424,39.3654,941.7766621
610,10.88,1.07,3.93,41.07,0.07,1.86,44.8961,44.3182,1238.479252
611,20.3,2.09,3.27,55.69,1.34,2.38,71.5833,23.5047,5976.74861
612,15.5,1.44,2.61,47.46,1.3,2.07,44.1095,36.9337,3124.19827
613,11.38,1.49,4.13,80.25,0.4,2.24,44.0626,38.9873,204.4360296
614,16.89,1.74,2.63,56.17,2.07,2.55,58.9247,23.3545,3781.929486
615,17.62,1.4,3.06,32.59,1.38,1.98,24.1872,52.9427,2158.684907
616,17.83,1.39,3.01,55.1,1.15,2.13,52.0916,30.6358,4123.613626
617,17.66,1.85,2.46,59.14,0.98,1.84,39.9388,37.7354,3529.91632
618,21.09,2.54,2.22,26.51,1.53,1.52,43.4507,28.8488,2095.303996
619,18.94,1.74,3.3,55.69,1.49,2.57,40.349,14.2545,4926.049233
620,21.28,2.54,2.32,52.59,1.85,2.14,31.4343,41.0877,7658.969424
621,17.14,1.41,2.9,71.6,0.91,2.16,83.9068,48.7588,1342.59323
622,13.35,1.16,2.94,72.1,0.93,2.39,35.2223,49.5182,738.8770402
623,19.32,1.84,2.55,56.11,1.38,2.01,42.5202,38.9253,5115.691999
624,10.04,1.13,2.7,39.6,0.76,1.6,35.4599,38.9601,1083.272676
625,15.47,1.65,3.22,47.9,1.04,2.13,11.8628,50.0727,3089.846341
626,13.1,1.05,3.82,58.09,0.99,2.59,35.6936,46.9784,1875.160441
627,20.51,2.02,2.96,46.94,0.99,1.88,55.8452,22.6461,6319.437653
628,16.05,1.53,4.16,45.34,0.69,2.42,44.6209,49.5259,3137.098361
629,17.06,1.63,2.5,52.98,1.34,2.0,77.4011,34.0634,3918.258317
630,14.0,1.7,2.54,71.48,1.0,1.98,50.4619,43.5202,879.1455867
631,14.78,1.42,2.75,28.33,1.22,1.8,48.4357,41.4323,972.9470623
632,14.07,1.55,3.44,34.5,0.43,1.7,59.6289,33.3261,1409.196533
633,12.57,0.95,3.08,49.94,1.41,2.28,78.8748,33.1224,2073.270839
634,17.69,1.79,2.38,71.46,1.08,1.91,55.5168,40.4873,1505.819671
635,8.75,0.73,3.96,66.77,0.03,2.12,37.3512,37.3867,569.2381477
636,18.39,1.79,3.08,30.24,1.41,1.72,32.2613,36.9725,2000.283352
637,11.44,1.06,3.3,66.54,0.37,1.88,44.5467,39.4272,879.5860991
638,18.14,1.86,2.8,65.18,0.91,2.15,60.7351,48.2329,2689.942752
639,18.64,1.89,2.04,56.08,1.88,2.09,40.4094,27.4656,4827.214872
640,12.35,1.18,3.0,58.71,1.0,1.8,16.9459,33.3937,1653.324326
641,15.06,1.45,3.42,78.96,0.77,2.36,20.5424,48.4578,421.8353668
642,14.36,1.5,3.35,46.35,0.91,1.98,41.8082,39.876,2545.07261
643,17.64,1.52,2.76,47.39,0.88,1.67,43.0519,40.6653,4128.84312
644,21.35,1.7,1.8,9.46,2.03,1.91,36.6154,43.6241,181.6980445
645,15.17,1.58,3.13,56.96,0.88,1.84,64.5673,29.1694,2640.717902
646,12.62,0.94,2.82,50.28,1.01,2.02,32.1357,57.6511,2032.711824
647,18.86,1.5,2.18,18.02,1.56,1.81,66.2252,14.8121,504.957481
648,17.63,1.64,2.64,65.55,1.72,2.34,37.6448,32.5393,2565.437471
649,13.45,1.25,2.65,28.2,1.41,2.05,38.0587,39.6469,801.5371357
650,14.02,1.16,3.43,77.02,0.63,2.32,81.6369,8.9952,457.8305006
651,13.88,1.17,3.36,42.04,0.83,2.14,38.6426,38.7165,2088.825692
652,8.63,0.75,3.71,54.15,0.41,2.06,30.3861,59.9796,1052.605777
653,11.67,1.28,3.15,56.77,0.86,2.14,66.8273,30.8193,1595.569014
654,15.05,1.41,2.84,46.75,1.08,1.81,52.3162,37.9963,2855.548494
655,11.2,0.85,3.95,52.4,-0.13,1.64,46.3884,25.1624,1503.487194
656,13.55,1.11,4.17,45.58,0.19,2.14,63.392,25.6492,2101.721419
657,9.9,1.09,3.74,89.51,0.19,2.31,38.8159,36.6625,36.81330718
658,17.08,2.09,3.62,44.51,0.77,2.24,26.9319,41.3967,3642.765883
659,19.09,1.92,2.45,49.6,1.67,2.07,38.9116,53.1974,5515.466392
660,21.74,2.43,2.5,19.05,2.06,2.18,41.0705,45.2022,941.1416443
661,14.88,1.33,3.05,81.48,0.41,1.79,41.3835,28.4012,282.0995965
662,19.02,2.07,3.08,30.56,1.33,2.12,39.5876,42.6094,2257.286932
663,7.98,0.42,4.11,50.13,0.47,2.19,71.7889,33.8561,991.4798652
664,18.78,1.79,2.89,51.55,1.6,2.45,52.5229,47.0185,5199.93081
665,17.35,1.34,1.48,51.45,1.1,1.42,38.5567,56.3106,4043.841349
